title,year,role_type,person_name
Beloved,1998,Actor,Oprah Winfrey
Beowulf,2007,Director,Robert Zemeckis
Beowulf,2007,Writer,Neil Gaiman
Beowulf,2007,Writer,Roger Avary
Beowulf,2007,Writer,Anonymous
Beowulf,2007,Actor,Robin Wright
Beowulf,2007,Actor,Anthony Hopkins
Beowulf,2007,Actor,Paul Baker
Beowulf,2007,Actor,John Bilezikjian
Big Fish,2003,Director,Tim Burton
Big Fish,2003,Writer,Daniel Wallace
Big Fish,2003,Writer,John August
Big Fish,2003,Actor,Ewan McGregor
Big Fish,2003,Actor,Albert Finney
Big Fish,2003,Actor,Billy Crudup
Big Fish,2003,Actor,Jessica Lange
Black Hawk Down,2001,Director,Ridley Scott
Black Hawk Down,2001,Writer,Mark Bowden
Black Hawk Down,2001,Writer,Ken Nolan
Black Hawk Down,2001,Actor,Josh Hartnett
Black Hawk Down,2001,Actor,Ewan McGregor
Black Hawk Down,2001,Actor,Tom Sizemore
Black Hawk Down,2001,Actor,Eric Bana
Black Swan,2010,Director,Darren Aronofsky
Black Swan,2010,Writer,Mark Heyman
Black Swan,2010,Writer,Andres Heinz
Black Swan,2010,Writer,John J. McLaughlin
Black Swan,2010,Writer,Andres Heinz
Black Swan,2010,Actor,Natalie Portman
Black Swan,2010,Actor,Mila Kunis
Black Swan,2010,Actor,Vincent Cassel
Black Swan,2010,Actor,Barbara Hershey
Blade,1998,Director,Stephen Norrington
Blade,1998,Writer,David S. Goyer
Blade,1998,Actor,Wesley Snipes
Blade,1998,Actor,Stephen Dorff
Blade,1998,Actor,Kris Kristofferson
Blade,1998,Actor,N'Bushe Wright
Blade II,2002,Director,Guillermo del Toro
Blade II,2002,Writer,Marv Wolfman
Blade II,2002,Writer,Gene Colan
Blade II,2002,Writer,David S. Goyer
Blade II,2002,Actor,Wesley Snipes
Blade II,2002,Actor,Kris Kristofferson
Blade II,2002,Actor,Ron Perlman
Blade II,2002,Actor,Leonor Varela
Blade Runner,1982,Director,Ridley Scott
Blade Runner,1982,Writer,Hampton Fancher
Blade Runner,1982,Writer,David Webb Peoples
Blade Runner,1982,Writer,Philip K. Dick
Blade Runner,1982,Actor,Harrison Ford
Blade Runner,1982,Actor,Rutger Hauer
Blade Runner,1982,Actor,Sean Young
Blade Runner,1982,Actor,Edward James Olmos
Blades of Glory,2007,Director,Josh Gordon
Blades of Glory,2007,Director,Will Speck
Blades of Glory,2007,Writer,Jeff Cox
Blades of Glory,2007,Writer,Craig Cox
Blades of Glory,2007,Writer,John Altschuler
Blades of Glory,2007,Writer,Dave Krinsky
Blades of Glory,2007,Writer,Craig Cox
Blades of Glory,2007,Writer,Jeff Cox
Blades of Glory,2007,Writer,Busy Philipps
Blades of Glory,2007,Actor,Will Ferrell
Blades of Glory,2007,Actor,Jon Heder
Blades of Glory,2007,Actor,Will Arnett
Blades of Glory,2007,Actor,Amy Poehler
Blazing Saddles,1974,Director,Mel Brooks
Blazing Saddles,1974,Writer,Mel Brooks
Blazing Saddles,1974,Writer,Norman Steinberg
Blazing Saddles,1974,Writer,Andrew Bergman
Blazing Saddles,1974,Writer,Richard Pryor
Blazing Saddles,1974,Writer,Alan Uger
Blazing Saddles,1974,Writer,Andrew Bergman
Blazing Saddles,1974,Actor,Cleavon Little
Blazing Saddles,1974,Actor,Gene Wilder
Blazing Saddles,1974,Actor,Slim Pickens
Blazing Saddles,1974,Actor,Harvey Korman
Blood Diamond,2006,Director,Edward Zwick
Blood Diamond,2006,Writer,Charles Leavitt
Blood Diamond,2006,Writer,Charles Leavitt
Blood Diamond,2006,Writer,C. Gaby Mitchell
Blood Diamond,2006,Actor,Leonardo DiCaprio
Blood Diamond,2006,Actor,Djimon Hounsou
Blood Diamond,2006,Actor,Jennifer Connelly
Blood Diamond,2006,Actor,Kagiso Kuypers
Blue Jasmine,2013,Director,Woody Allen
Blue Jasmine,2013,Writer,Woody Allen
Blue Jasmine,2013,Actor,Cate Blanchett
Blue Jasmine,2013,Actor,Joy Carlin
Blue Jasmine,2013,Actor,Richard Conti
Blue Jasmine,2013,Actor,Glen Caspillo
Blue Valentine,2010,Director,Derek Cianfrance
Blue Valentine,2010,Writer,Derek Cianfrance
Blue Valentine,2010,Writer,Joey Curtis
Blue Valentine,2010,Writer,Cami Delavigne
Blue Valentine,2010,Actor,Ryan Gosling
Blue Valentine,2010,Actor,Michelle Williams
Blue Valentine,2010,Actor,Faith Wladyka
Blue Valentine,2010,Actor,John Doman
Boiler Room,2000,Director,Ben Younger
Boiler Room,2000,Writer,Ben Younger
Boiler Room,2000,Actor,Giovanni Ribisi
Boiler Room,2000,Actor,Vin Diesel
Boiler Room,2000,Actor,Nia Long
Boiler Room,2000,Actor,Nicky Katt
Bound,1996,Director,Lana Wachowski
Bound,1996,Director,Lilly Wachowski
Bound,1996,Writer,Lilly Wachowski
Bound,1996,Writer,Lana Wachowski
Bound,1996,Actor,Jennifer Tilly
Bound,1996,Actor,Gina Gershon
Bound,1996,Actor,Joe Pantoliano
Bound,1996,Actor,John P. Ryan
Braveheart,1995,Director,Mel Gibson
Braveheart,1995,Writer,Randall Wallace
Braveheart,1995,Actor,James Robinson
Braveheart,1995,Actor,Sean Lawlor
Braveheart,1995,Actor,Sandy Nelson
Braveheart,1995,Actor,James Cosmo
Brazil,1985,Director,Terry Gilliam
Brazil,1985,Writer,Terry Gilliam
Brazil,1985,Writer,Tom Stoppard
Brazil,1985,Writer,Charles McKeown
Brazil,1985,Actor,Jonathan Pryce
Brazil,1985,Actor,Robert De Niro
Brazil,1985,Actor,Katherine Helmond
Brazil,1985,Actor,Ian Holm
Brick,2005,Director,Rian Johnson
Brick,2005,Writer,Rian Johnson
Brick,2005,Actor,Joseph Gordon-Levitt
Brick,2005,Actor,Nora Zehetner
Brick,2005,Actor,Lukas Haas
Brick,2005,Actor,Noah Fleiss
Bridesmaids,2011,Director,Paul Feig
Bridesmaids,2011,Writer,Kristen Wiig
Bridesmaids,2011,Writer,Annie Mumolo
Bridesmaids,2011,Actor,Kristen Wiig
Bridesmaids,2011,Actor,Terry Crews
Bridesmaids,2011,Actor,Maya Rudolph
Bridesmaids,2011,Actor,Tom Yi
Bright Star,2009,Director,Jane Campion
Bright Star,2009,Writer,Jane Campion
Bright Star,2009,Writer,Jane Campion
Bright Star,2009,Writer,Andrew Motion
Bright Star,2009,Actor,Abbie Cornish
Bright Star,2009,Actor,Ben Whishaw
Bright Star,2009,Actor,Paul Schneider
Bright Star,2009,Actor,Kerry Fox
Brokeback Mountain,2005,Director,Ang Lee
Brokeback Mountain,2005,Writer,Annie Proulx
Brokeback Mountain,2005,Writer,Larry McMurtry
Brokeback Mountain,2005,Writer,Diana Ossana
Brokeback Mountain,2005,Actor,Heath Ledger
Brokeback Mountain,2005,Actor,Jake Gyllenhaal
Brokeback Mountain,2005,Actor,Randy Quaid
Brokeback Mountain,2005,Actor,Valerie Planche
Broken Arrow,1996,Director,John Woo
Broken Arrow,1996,Writer,Graham Yost
Broken Arrow,1996,Actor,John Travolta
Broken Arrow,1996,Actor,Christian Slater
Broken Arrow,1996,Actor,Samantha Mathis
Broken Arrow,1996,Actor,Delroy Lindo
Brooklyn's Finest,2009,Director,Antoine Fuqua
Brooklyn's Finest,2009,Writer,Michael C. Martin
Brooklyn's Finest,2009,Actor,Richard Gere
Brooklyn's Finest,2009,Actor,Don Cheadle
Brooklyn's Finest,2009,Actor,Ethan Hawke
Brooklyn's Finest,2009,Actor,Wesley Snipes
Bruce Almighty,2003,Director,Tom Shadyac
Bruce Almighty,2003,Writer,Steve Koren
Bruce Almighty,2003,Writer,Mark O'Keefe
Bruce Almighty,2003,Writer,Steve Koren
Bruce Almighty,2003,Writer,Mark O'Keefe
Bruce Almighty,2003,Writer,Steve Oedekerk
Bruce Almighty,2003,Actor,Jim Carrey
Bruce Almighty,2003,Actor,Morgan Freeman
Bruce Almighty,2003,Actor,Jennifer Aniston
Bruce Almighty,2003,Actor,Philip Baker Hall
Buffy the Vampire Slayer,1992,Director,Fran Rubel Kuzui
Buffy the Vampire Slayer,1992,Writer,Joss Whedon
Buffy the Vampire Slayer,1992,Actor,Kristy Swanson
Buffy the Vampire Slayer,1992,Actor,Donald Sutherland
Buffy the Vampire Slayer,1992,Actor,Paul Reubens
Buffy the Vampire Slayer,1992,Actor,Rutger Hauer
Burlesque,2010,Director,Steve Antin
Burlesque,2010,Writer,Steve Antin
Burlesque,2010,Actor,Cher
Burlesque,2010,Actor,Christina Aguilera
Burlesque,2010,Actor,Eric Dane
Burlesque,2010,Actor,Cam Gigandet
Burn After Reading,2008,Director,Ethan Coen
Burn After Reading,2008,Director,Joel Coen
Burn After Reading,2008,Writer,Joel Coen
Burn After Reading,2008,Writer,Ethan Coen
Burn After Reading,2008,Actor,George Clooney
Burn After Reading,2008,Actor,Frances McDormand
Burn After Reading,2008,Actor,Brad Pitt
Burn After Reading,2008,Actor,John Malkovich
Capote,2005,Director,Bennett Miller
Capote,2005,Writer,Dan Futterman
Capote,2005,Writer,Gerald Clarke
Capote,2005,Actor,Allie Mickelson
Capote,2005,Actor,Kelci Stephenson
Capote,2005,Actor,Philip Seymour Hoffman
Capote,2005,Actor,Craig Archibald
Captain America: The First Avenger,2011,Director,Joe Johnston
Captain America: The First Avenger,2011,Writer,Christopher Markus
Captain America: The First Avenger,2011,Writer,Stephen McFeely
Captain America: The First Avenger,2011,Writer,Joe Simon
Captain America: The First Avenger,2011,Writer,Jack Kirby
Captain America: The First Avenger,2011,Actor,Chris Evans
Captain America: The First Avenger,2011,Actor,Hayley Atwell
Captain America: The First Avenger,2011,Actor,Sebastian Stan
Captain America: The First Avenger,2011,Actor,Tommy Lee Jones
Captain Phillips,2013,Director,Paul Greengrass
Captain Phillips,2013,Writer,Billy Ray
Captain Phillips,2013,Writer,Richard Phillips
Captain Phillips,2013,Actor,Navy SEALS
Cars 2,2011,Director,John Lasseter
Cars 2,2011,Director,Brad Lewis
Cars 2,2011,Writer,John Lasseter
Cars 2,2011,Writer,Brad Lewis
Cars 2,2011,Writer,Dan Fogelman
Cars 2,2011,Writer,Ben Queen
Cars 2,2011,Actor,Larry the Cable Guy
Cars 2,2011,Actor,Owen Wilson
Cars 2,2011,Actor,Michael Caine
Cars 2,2011,Actor,Emily Mortimer
Casino,1995,Director,Martin Scorsese
Casino,1995,Writer,Nicholas Pileggi
Casino,1995,Writer,Nicholas Pileggi
Casino,1995,Writer,Martin Scorsese
Casino,1995,Actor,Robert De Niro
Casino,1995,Actor,Sharon Stone
Casino,1995,Actor,Joe Pesci
Casino,1995,Actor,James Woods
Cast Away,2000,Director,Robert Zemeckis
Cast Away,2000,Writer,William Broyles Jr.
Cast Away,2000,Actor,Tom Hanks
Cast Away,2000,Actor,Paul Sanchez
Cast Away,2000,Actor,Lari White
Cast Away,2000,Actor,Leonid Citer
Catch Me If You Can,2002,Director,Steven Spielberg
Catch Me If You Can,2002,Writer,Jeff Nathanson
Catch Me If You Can,2002,Writer,Frank Abagnale Jr.
Catch Me If You Can,2002,Writer,Stan Redding
Catch Me If You Can,2002,Actor,Leonardo DiCaprio
Catch Me If You Can,2002,Actor,Tom Hanks
Catch Me If You Can,2002,Actor,Christopher Walken
Catch Me If You Can,2002,Actor,Martin Sheen
Catwoman,2004,Director,Pitof
Catwoman,2004,Writer,Bob Kane
Catwoman,2004,Writer,Theresa Rebeck
Catwoman,2004,Writer,John Brancato
Catwoman,2004,Writer,Michael Ferris
Catwoman,2004,Writer,John Brancato
Catwoman,2004,Writer,Michael Ferris
Catwoman,2004,Writer,John Rogers
Catwoman,2004,Actor,Halle Berry
Catwoman,2004,Actor,Benjamin Bratt
Catwoman,2004,Actor,Sharon Stone
Catwoman,2004,Actor,Lambert Wilson
Cecil B. DeMented,2000,Director,John Waters
Cecil B. DeMented,2000,Writer,John Waters
Cecil B. DeMented,2000,Actor,Melanie Griffith
Cecil B. DeMented,2000,Actor,Stephen Dorff
Cecil B. DeMented,2000,Actor,Alicia Witt
Cecil B. DeMented,2000,Actor,Adrian Grenier
Cellular,2004,Director,David R. Ellis
Cellular,2004,Writer,Larry Cohen
Cellular,2004,Writer,Chris Morgan
Cellular,2004,Actor,Caroline Aaron
Cellular,2004,Actor,Kim Basinger
Cellular,2004,Actor,Brenda Ballard
Cellular,2004,Actor,Will Beinbrink
Changeling,2008,Director,Clint Eastwood
Changeling,2008,Writer,J. Michael Straczynski
Changeling,2008,Actor,Angelina Jolie
Changeling,2008,Actor,Gattlin Griffith
Changeling,2008,Actor,Michelle Gunn
Changeling,2008,Actor,Jan Devereaux
Charlie Bartlett,2007,Director,Jon Poll
Charlie Bartlett,2007,Writer,Gustin Nash
Charlie Bartlett,2007,Actor,Anton Yelchin
Charlie Bartlett,2007,Actor,Robert Downey Jr.
Charlie Bartlett,2007,Actor,Hope Davis
Charlie Bartlett,2007,Actor,Kat Dennings
Charlie's Angels,2000,Director,McG
Charlie's Angels,2000,Writer,Ryan Rowe
Charlie's Angels,2000,Writer,Ed Solomon
Charlie's Angels,2000,Writer,John August
Charlie's Angels,2000,Writer,Ivan Goff
Charlie's Angels,2000,Writer,Ben Roberts
Charlie's Angels,2000,Actor,Cameron Diaz
Charlie's Angels,2000,Actor,Drew Barrymore
Charlie's Angels,2000,Actor,Lucy Liu
Charlie's Angels,2000,Actor,Bill Murray
Chasing Amy,1997,Director,Kevin Smith
Chasing Amy,1997,Writer,Kevin Smith
Chasing Amy,1997,Actor,Ethan Suplee
Chasing Amy,1997,Actor,Ben Affleck
Chasing Amy,1997,Actor,Scott Mosier
Chasing Amy,1997,Actor,Jason Lee
Chronicle,2012,Director,Josh Trank
Chronicle,2012,Writer,Max Landis
Chronicle,2012,Writer,Max Landis
Chronicle,2012,Writer,Josh Trank
Chronicle,2012,Actor,Dane DeHaan
Chronicle,2012,Actor,Alex Russell
Chronicle,2012,Actor,Michael B. Jordan
Chronicle,2012,Actor,Michael Kelly
Clash of the Titans,2010,Director,Louis Leterrier
Clash of the Titans,2010,Writer,Travis Beacham
Clash of the Titans,2010,Writer,Phil Hay
Clash of the Titans,2010,Writer,Matt Manfredi
Clash of the Titans,2010,Writer,Beverley Cross
Clash of the Titans,2010,Actor,Sam Worthington
Clash of the Titans,2010,Actor,Liam Neeson
Clash of the Titans,2010,Actor,Ralph Fiennes
Clash of the Titans,2010,Actor,Jason Flemyng
Clerks,1994,Director,Kevin Smith
Clerks,1994,Writer,Kevin Smith
Clerks,1994,Actor,Brian O'Halloran
Clerks,1994,Actor,Jeff Anderson
Clerks,1994,Actor,Marilyn Ghigliotti
Clerks,1994,Actor,Lisa Spoonauer
Cliffhanger,1993,Director,Renny Harlin
Cliffhanger,1993,Writer,John Long
Cliffhanger,1993,Writer,Michael France
Cliffhanger,1993,Writer,Michael France
Cliffhanger,1993,Writer,Sylvester Stallone
Cliffhanger,1993,Actor,Sylvester Stallone
Cliffhanger,1993,Actor,John Lithgow
Cliffhanger,1993,Actor,Michael Rooker
Cliffhanger,1993,Actor,Janine Turner
Cloud Atlas,2012,Director,Tom Tykwer
Cloud Atlas,2012,Director,Lana Wachowski
Cloud Atlas,2012,Director,Lilly Wachowski
Cloud Atlas,2012,Writer,David Mitchell
Cloud Atlas,2012,Writer,Lana Wachowski
Cloud Atlas,2012,Writer,Tom Tykwer
Cloud Atlas,2012,Writer,Lilly Wachowski
Cloud Atlas,2012,Writer,Chris Lindsay
Cloud Atlas,2012,Actor,Tom Hanks
Cloud Atlas,2012,Actor,Halle Berry
Cloud Atlas,2012,Actor,Jim Broadbent
Cloud Atlas,2012,Actor,Hugo Weaving
Cloudy with a Chance of Meatballs,2009,Director,Phil Lord
Cloudy with a Chance of Meatballs,2009,Director,Christopher Miller
Cloudy with a Chance of Meatballs,2009,Writer,Phil Lord
Cloudy with a Chance of Meatballs,2009,Writer,Christopher Miller
Cloudy with a Chance of Meatballs,2009,Writer,Judi Barrett
Cloudy with a Chance of Meatballs,2009,Writer,Ron Barrett
Cloudy with a Chance of Meatballs,2009,Writer,Rob Greenberg
Cloudy with a Chance of Meatballs,2009,Actor,Bill Hader
Cloudy with a Chance of Meatballs,2009,Actor,Anna Faris
Cloudy with a Chance of Meatballs,2009,Actor,James Caan
Cloudy with a Chance of Meatballs,2009,Actor,Andy Samberg
Cloudy with a Chance of Meatballs 2,2013,Director,Cody Cameron
Cloudy with a Chance of Meatballs 2,2013,Director,Kris Pearn
Cloudy with a Chance of Meatballs 2,2013,Writer,Erica Rivinoja
Cloudy with a Chance of Meatballs 2,2013,Writer,John Francis Daley
Cloudy with a Chance of Meatballs 2,2013,Writer,Jonathan Goldstein
Cloudy with a Chance of Meatballs 2,2013,Writer,Phil Lord
Cloudy with a Chance of Meatballs 2,2013,Writer,Christopher Miller
Cloudy with a Chance of Meatballs 2,2013,Writer,Erica Rivinoja
Cloudy with a Chance of Meatballs 2,2013,Writer,Judi Barrett
Cloudy with a Chance of Meatballs 2,2013,Actor,Ron Barrett
Cloverfield,2008,Director,Matt Reeves
Cloverfield,2008,Writer,Drew Goddard
Cloverfield,2008,Actor,Lizzy Caplan
Cloverfield,2008,Actor,Jessica Lucas
Cloverfield,2008,Actor,T.J. Miller
Cloverfield,2008,Actor,Michael Stahl-David
Collateral,2004,Director,Michael Mann
Collateral,2004,Writer,Stuart Beattie
Collateral,2004,Actor,Tom Cruise
Collateral,2004,Actor,Jamie Foxx
Collateral,2004,Actor,Jada Pinkett Smith
Collateral,2004,Actor,Mark Ruffalo
Conan the Barbarian,2011,Director,Marcus Nispel
Conan the Barbarian,2011,Writer,Thomas Dean Donnelly
Conan the Barbarian,2011,Writer,Joshua Oppenheimer
Conan the Barbarian,2011,Writer,Sean Hood
Conan the Barbarian,2011,Writer,Robert E. Howard
Conan the Barbarian,2011,Actor,Jason Momoa
Conan the Barbarian,2011,Actor,Stephen Lang
Conan the Barbarian,2011,Actor,Rachel Nichols
Conan the Barbarian,2011,Actor,Ron Perlman
Conspiracy Theory,1997,Director,Richard Donner
Conspiracy Theory,1997,Writer,Brian Helgeland
Conspiracy Theory,1997,Actor,Mel Gibson
Conspiracy Theory,1997,Actor,Julia Roberts
Conspiracy Theory,1997,Actor,Patrick Stewart
Conspiracy Theory,1997,Actor,Cylk Cozart
Constantine,2005,Director,Francis Lawrence
Constantine,2005,Writer,Jamie Delano
Constantine,2005,Actor,Garth Ennis
Contact,1997,Director,Robert Zemeckis
Contact,1997,Writer,James V. Hart
Contact,1997,Writer,Michael Goldenberg
Contact,1997,Writer,Carl Sagan
Contact,1997,Writer,Carl Sagan
Contact,1997,Writer,Ann Druyan
Contact,1997,Actor,Jena Malone
Contact,1997,Actor,David Morse
Contact,1997,Actor,Jodie Foster
Contact,1997,Actor,Geoffrey Blake
Conviction,2010,Director,Tony Goldwyn
Conviction,2010,Writer,Pamela Gray
Conviction,2010,Actor,Hilary Swank
Conviction,2010,Actor,Sam Rockwell
Conviction,2010,Actor,Thomas D. Mahard
Conviction,2010,Actor,Owen Campbell
Copycat,1995,Director,Jon Amiel
Copycat,1995,Writer,Ann Biderman
Copycat,1995,Writer,David Madsen
Copycat,1995,Actor,Sigourney Weaver
Copycat,1995,Actor,Holly Hunter
Copycat,1995,Actor,Dermot Mulroney
Copycat,1995,Actor,William McNamara
Coraline,2009,Director,Henry Selick
Coraline,2009,Writer,Henry Selick
Coraline,2009,Writer,Neil Gaiman
Coraline,2009,Actor,Dakota Fanning
Coraline,2009,Actor,Teri Hatcher
Coraline,2009,Actor,Jennifer Saunders
Coraline,2009,Actor,Dawn French
Coriolanus,2011,Director,Ralph Fiennes
Coriolanus,2011,Writer,John Logan
Coriolanus,2011,Writer,William Shakespeare
Coriolanus,2011,Actor,Gerard Butler
Coriolanus,2011,Actor,Ralph Fiennes
Coriolanus,2011,Actor,Lubna Azabal
Coriolanus,2011,Actor,Ashraf Barhom
Cowboys & Aliens,2011,Director,Jon Favreau
Cowboys & Aliens,2011,Writer,Roberto Orci
Cowboys & Aliens,2011,Writer,Alex Kurtzman
Cowboys & Aliens,2011,Writer,Damon Lindelof
Cowboys & Aliens,2011,Writer,Mark Fergus
Cowboys & Aliens,2011,Writer,Hawk Ostby
Cowboys & Aliens,2011,Writer,Mark Fergus
Cowboys & Aliens,2011,Writer,Hawk Ostby
Cowboys & Aliens,2011,Writer,Steve Oedekerk
Cowboys & Aliens,2011,Writer,Scott Mitchell Rosenberg
Cowboys & Aliens,2011,Actor,Daniel Craig
Cowboys & Aliens,2011,Actor,Abigail Spencer
Cowboys & Aliens,2011,Actor,Buck Taylor
Cowboys & Aliens,2011,Actor,Matthew Taylor
Cradle 2 the Grave,2003,Director,Andrzej Bartkowiak
Cradle 2 the Grave,2003,Writer,John O'Brien
Cradle 2 the Grave,2003,Writer,John O'Brien
Cradle 2 the Grave,2003,Writer,Channing Gibson
Cradle 2 the Grave,2003,Actor,Jet Li
Cradle 2 the Grave,2003,Actor,DMX
Cradle 2 the Grave,2003,Actor,Anthony Anderson
Cradle 2 the Grave,2003,Actor,Kelly Hu
Crank,2006,Director,Mark Neveldine
Crank,2006,Director,Brian Taylor
Crank,2006,Writer,Mark Neveldine
Crank,2006,Writer,Brian Taylor
Crank,2006,Actor,Jason Statham
Crank,2006,Actor,Amy Smart
Crank,2006,Actor,Jose Pablo Cantillo
Crank,2006,Actor,Efren Ramirez
Crash,2004,Director,Paul Haggis
Crash,2004,Writer,Paul Haggis
Crash,2004,Writer,Paul Haggis
Crash,2004,Writer,Bobby Moresco
Crash,2004,Actor,Karina Arroyave
Crash,2004,Actor,Dato Bakhtadze
Crash,2004,Actor,Sandra Bullock
Crash,2004,Actor,Don Cheadle
Cruel Intentions,1999,Director,Roger Kumble
Cruel Intentions,1999,Writer,Choderlos de Laclos
Cruel Intentions,1999,Writer,Roger Kumble
Cruel Intentions,1999,Actor,Sarah Michelle Gellar
Cruel Intentions,1999,Actor,Ryan Phillippe
Cruel Intentions,1999,Actor,Reese Witherspoon
